0.4291, 0.0154
0.4998, 0.0167
0.5695, 0.0167
0.6392, 0.0167
0.709, 0.0167
0.7787, 0.0167
0.8485, 0.0167
0.9182, 0.0167
0.9879, 0.0167
1.0577, 0.0167
1.1274, 0.0167
1.1971, 0.0167
1.2669, 0.0167
1.3366, 0.0167
1.4062, 0.0167
1.4761, 0.0167
1.5457, 0.0167
1.6156, 0.0167
1.6853, 0.0167
1.755, 0.0167
1.8248, 0.0167
1.8944, 0.0167
1.9642, 0.0167
2.034, 0.0167
2.1037, 0.0167
2.1734, 0.0167
2.2432, 0.0167
2.3129, 0.0167
2.3827, 0.0167
2.4524, 0.0167
2.5221, 0.0167
2.5918, 0.0167
2.6616, 0.0167
2.7313, 0.0167
2.8011, 0.0167
2.8708, 0.0167
2.9405, 0.0167
3.0103, 0.0167
3.08, 0.0167
3.1498, 0.0167
3.2195, 0.0167
3.2892, 0.0168
3.359, 0.0168
3.4287, 0.0168
3.4984, 0.0168
3.5682, 0.0168
3.6379, 0.0168
3.7076, 0.0168
3.7774, 0.0168
3.8471, 0.0168
3.9169, 0.0168
3.9866, 0.0168
4.0563, 0.0168
4.1261, 0.0168
4.1958, 0.0168
4.2655, 0.0168
4.3353, 0.0168
4.405, 0.0168
4.4747, 0.0168
4.5445, 0.0168
4.6141, 0.0168
4.684, 0.0168
4.7537, 0.0168
4.8234, 0.0168
4.8932, 0.0168
4.9628, 0.0168
5.0326, 0.0168
5.1024, 0.0168
5.1721, 0.0168
5.2418, 0.0168
5.3115, 0.0168
5.3813, 0.0168
5.4511, 0.0168
5.5208, 0.0168
5.5905, 0.0168
5.6602, 0.0168
5.73, 0.0168
5.7997, 0.0168
5.8695, 0.0168
5.9392, 0.0168
6.0089, 0.0168
6.0787, 0.0168
6.1484, 0.0168
6.2181, 0.0168
6.2879, 0.0168
6.3576, 0.0168
6.4274, 0.0168
6.4971, 0.0168
6.5668, 0.0168
6.6366, 0.0168
6.7063, 0.0168
6.776, 0.0168
6.8458, 0.0168
6.9155, 0.0168
6.9851, 0.0168
7.055, 0.0168
7.1247, 0.0168
7.1945, 0.0169
7.2642, 0.0169
7.3338, 0.0169
7.4037, 0.0169
7.4734, 0.0169
7.5431, 0.0169
7.6129, 0.0169
7.6825, 0.0169
7.7523, 0.0169
7.8221, 0.0169
7.8918, 0.0169
7.9616, 0.0169
8.0313, 0.0169
8.101, 0.0169
8.1708, 0.0169
8.2405, 0.0169
8.3102, 0.0169
8.38, 0.0169
8.4497, 0.0169
8.5194, 0.0169
8.5892, 0.0169
8.6589, 0.0169
8.7287, 0.0169
8.7984, 0.0169
8.8681, 0.0169
8.9379, 0.0169
9.0076, 0.0169
9.0773, 0.0169
9.1471, 0.0169
9.2168, 0.0169
9.2865, 0.0169
9.3563, 0.0169
9.426, 0.0169
9.4958, 0.0169
9.5655, 0.0169
9.6352, 0.0169
9.705, 0.0169
9.7747, 0.0169
9.8444, 0.0169
9.9142, 0.0169
9.9839, 0.0169
10.0536, 0.0169
10.1234, 0.0169
10.1931, 0.0169
10.2629, 0.0169
10.3326, 0.0169
10.4022, 0.0169
10.4721, 0.0169
10.5417, 0.0169
10.6115, 0.0169
10.6813, 0.0169
10.751, 0.0169
10.8207, 0.0169
10.8904, 0.0169
10.9602, 0.0169
11.03, 0.0169
11.0997, 0.017
11.1694, 0.017
11.2392, 0.017
11.3089, 0.017
11.3786, 0.017
11.4484, 0.017
11.5181, 0.017
11.5878, 0.017
11.6576, 0.017
11.7273, 0.017
11.797, 0.017
11.8668, 0.017
11.9365, 0.017
12.0063, 0.017
12.076, 0.017
12.1457, 0.017
12.2155, 0.017
12.2852, 0.017
12.3549, 0.017
12.4247, 0.017
12.4944, 0.017
12.5641, 0.017
12.6339, 0.017
12.7036, 0.017
12.7734, 0.017
12.8431, 0.017
12.9127, 0.017
12.9826, 0.017
13.0523, 0.017
13.1219, 0.017
13.1918, 0.017
13.2615, 0.017
13.3312, 0.017
13.401, 0.017
13.4707, 0.017
13.5405, 0.017
13.6101, 0.017
13.6799, 0.017
13.7506, 0.0183
13.8203, 0.0183
13.8909, 0.0196
13.8918, 0.0209
13.9616, 0.0209
14.0322, 0.0222
14.0331, 0.0234
14.1037, 0.0247
