0.2402, 0.016
0.285, 0.016
0.3298, 0.016
0.3746, 0.016
0.4194, 0.016
0.4642, 0.016
0.509, 0.016
0.5537, 0.016
0.5986, 0.016
0.6434, 0.016
0.6882, 0.016
0.733, 0.016
0.7778, 0.016
0.8226, 0.016
0.8674, 0.016
0.9122, 0.016
0.9569, 0.016
1.0018, 0.016
1.0466, 0.016
1.0914, 0.016
1.1377, 0.0152
1.1825, 0.0152
1.2273, 0.0152
1.2721, 0.0152
1.3169, 0.0152
1.3617, 0.0152
1.4064, 0.0152
1.4513, 0.0152
1.4961, 0.0152
1.5409, 0.0152
1.5857, 0.0152
1.6305, 0.0152
1.6753, 0.0152
1.7201, 0.0152
1.7649, 0.0152
1.8096, 0.0152
1.8545, 0.0152
1.8993, 0.0152
1.9441, 0.0152
1.9889, 0.0152
2.0338, 0.0152
2.0786, 0.0152
2.1234, 0.0152
2.1667, 0.016
2.2115, 0.016
2.2101, 0.0168
2.2549, 0.0168
2.2983, 0.0176
2.3431, 0.0176
2.3879, 0.0176
2.4313, 0.0184
2.4298, 0.0192
2.4732, 0.02
2.4718, 0.0208
2.5166, 0.0208
2.5151, 0.0216
2.5585, 0.0224
2.5571, 0.0232
2.6004, 0.024
2.599, 0.0248
2.6423, 0.0256
2.6409, 0.0264
2.6395, 0.0272
2.6829, 0.028
2.6814, 0.0288
2.7248, 0.0296
2.7682, 0.0304
2.7667, 0.0312
2.7652, 0.032
2.7639, 0.0328
2.7624, 0.0336
2.8058, 0.0344
2.8044, 0.0352
2.8492, 0.0352
2.8477, 0.036
2.8911, 0.0368
2.9344, 0.0376
2.9331, 0.0384
2.9316, 0.0392
2.975, 0.04
2.9736, 0.0408
3.0169, 0.0416
3.0155, 0.0424
3.0589, 0.0432
3.1022, 0.044
3.1008, 0.0448
3.1456, 0.0447
3.1442, 0.0455
3.1875, 0.0463
3.1861, 0.0471
3.2295, 0.0479
3.2729, 0.0487
3.2713, 0.0495
3.3148, 0.0503
3.3134, 0.0511
3.3119, 0.0519
3.3105, 0.0527
3.3091, 0.0535
3.3524, 0.0543
3.3972, 0.0543
3.3958, 0.0551
3.4405, 0.0551
3.484, 0.0559
3.4825, 0.0567
3.4811, 0.0575
3.4797, 0.0583
3.523, 0.0591
3.5678, 0.0591
3.5664, 0.0599
3.6098, 0.0607
3.6545, 0.0607
3.698, 0.0615
3.7412, 0.0623
3.7847, 0.0631
3.7833, 0.0639
3.8266, 0.0647
3.87, 0.0655
3.9134, 0.0663
3.9567, 0.0671
4.0015, 0.0671
4.0464, 0.0671
4.0449, 0.0679
4.0897, 0.0679
4.1345, 0.0679
4.1779, 0.0687
4.2227, 0.0687
4.2675, 0.0687
4.3123, 0.0687
4.3571, 0.0687
4.4019, 0.0687
4.4466, 0.0687
4.4915, 0.0687
4.5363, 0.0687
4.5796, 0.0695
4.6245, 0.0695
4.6693, 0.0695
4.7141, 0.0695
4.7574, 0.0703
4.8023, 0.0703
4.8457, 0.0711
4.8904, 0.0711
4.9353, 0.0711
4.9801, 0.0711
5.0234, 0.0719
5.0682, 0.0719
5.113, 0.0719
5.1579, 0.0719
5.2027, 0.0719
5.2475, 0.0719
5.2923, 0.0719
5.3356, 0.0727
