-0.1374, 0.0145
-0.0927, 0.0145
-0.048, 0.0145
-3.233e-3, 0.0145
0.0415, 0.0145
0.0417, 0.0137
0.0864, 0.0137
0.1311, 0.0137
0.1758, 0.0137
0.2206, 0.0137
0.2652, 0.0137
0.31, 0.0136
0.3547, 0.0136
0.3993, 0.0145
0.444, 0.0145
0.4887, 0.0144
0.5333, 0.0144
0.5782, 0.0144
0.6229, 0.0144
0.6676, 0.0144
0.7123, 0.0144
0.757, 0.0144
0.8018, 0.0144
0.8465, 0.0144
0.8912, 0.0144
0.9359, 0.0144
0.9807, 0.0144
1.0254, 0.0144
1.0701, 0.0144
1.1148, 0.0144
1.1596, 0.0144
1.2043, 0.0144
1.249, 0.0144
1.2937, 0.0144
1.3385, 0.0144
1.3832, 0.0144
1.4279, 0.0144
1.4726, 0.0144
1.5173, 0.0144
1.5621, 0.0144
1.6068, 0.0144
1.6515, 0.0144
1.6962, 0.0144
1.741, 0.0144
1.7856, 0.0144
1.8304, 0.0144
1.8751, 0.0144
1.9199, 0.0144
1.9646, 0.0144
2.0093, 0.0144
2.054, 0.0144
2.0987, 0.0144
2.1435, 0.0144
2.1882, 0.0144
2.2327, 0.0152
2.2775, 0.0152
2.2772, 0.016
2.322, 0.016
2.3665, 0.0168
2.4113, 0.0168
2.456, 0.0168
2.5005, 0.0176
2.5004, 0.0184
2.5449, 0.0192
2.5447, 0.02
2.5894, 0.02
2.5893, 0.0208
2.6338, 0.0216
2.6336, 0.0224
2.6782, 0.0233
2.678, 0.0241
2.7225, 0.0249
2.7223, 0.0257
2.7669, 0.0265
2.7667, 0.0273
2.8113, 0.0281
2.8111, 0.0289
2.8556, 0.0297
2.8554, 0.0305
2.8553, 0.0313
2.8998, 0.0321
2.8996, 0.0329
2.9442, 0.0337
2.944, 0.0345
2.9438, 0.0352
2.9884, 0.0361
3.0329, 0.0369
3.0327, 0.0377
3.0773, 0.0385
3.0771, 0.0393
3.0769, 0.0401
3.1214, 0.0409
3.1213, 0.0417
3.1658, 0.0425
3.1656, 0.0433
3.1654, 0.0441
3.21, 0.0449
3.2545, 0.0457
3.2544, 0.0465
3.2542, 0.0473
3.2987, 0.0481
3.2985, 0.0489
3.3431, 0.0497
3.3429, 0.0505
3.3427, 0.0514
3.3873, 0.0522
3.4318, 0.053
3.4765, 0.053
3.4764, 0.0538
3.5211, 0.0538
3.5655, 0.0546
3.6101, 0.0554
3.6099, 0.0562
3.6098, 0.057
3.6096, 0.0578
3.6542, 0.0586
3.6989, 0.0586
3.6987, 0.0594
3.7433, 0.0602
3.788, 0.0602
3.8325, 0.061
3.8771, 0.0618
3.9216, 0.0626
3.9663, 0.0626
3.9661, 0.0634
4.0109, 0.0634
4.0554, 0.0642
4.1, 0.065
4.1447, 0.065
4.1892, 0.0658
4.2339, 0.0658
4.2785, 0.0666
4.3232, 0.0666
4.3679, 0.0666
4.3678, 0.0674
4.4125, 0.0674
