0.1505, 0.0152
0.2204, 0.0152
0.2912, 0.0165
0.3612, 0.0165
0.4311, 0.0165
0.501, 0.0165
0.571, 0.0165
0.6409, 0.0165
0.7107, 0.0165
0.7808, 0.0165
0.8507, 0.0165
0.9205, 0.0165
0.9905, 0.0165
1.0605, 0.0165
1.1304, 0.0165
1.2003, 0.0165
1.2703, 0.0165
1.3402, 0.0165
1.4101, 0.0165
1.4801, 0.0165
1.55, 0.0165
1.6199, 0.0165
1.6899, 0.0165
1.7598, 0.0165
1.8296, 0.0165
1.8997, 0.0165
1.9696, 0.0165
2.0395, 0.0165
2.1094, 0.0165
2.1794, 0.0165
2.2493, 0.0165
2.3192, 0.0165
2.3892, 0.0165
2.4591, 0.0165
2.529, 0.0165
2.599, 0.0165
2.6689, 0.0165
2.7388, 0.0165
2.8088, 0.0165
2.8787, 0.0165
2.9485, 0.0165
3.0186, 0.0165
3.0885, 0.0165
3.1584, 0.0165
3.2283, 0.0165
3.2983, 0.0165
3.3682, 0.0165
3.4381, 0.0165
3.5081, 0.0165
3.5779, 0.0165
3.6479, 0.0165
3.7179, 0.0165
3.7877, 0.0166
3.8577, 0.0166
3.9277, 0.0166
3.9976, 0.0166
4.0675, 0.0166
4.1375, 0.0166
4.2074, 0.0166
4.2772, 0.0166
4.3472, 0.0166
4.4172, 0.0166
4.487, 0.0166
4.557, 0.0166
4.627, 0.0166
4.6968, 0.0166
4.7668, 0.0166
4.8368, 0.0166
4.9066, 0.0166
4.9766, 0.0166
5.0466, 0.0166
5.1165, 0.0166
5.1864, 0.0166
5.2564, 0.0166
5.3263, 0.0166
5.3961, 0.0166
5.4661, 0.0166
5.5361, 0.0166
5.6059, 0.0166
5.6759, 0.0166
5.7459, 0.0166
5.8157, 0.0166
5.8857, 0.0166
5.9557, 0.0166
6.0256, 0.0166
6.0955, 0.0166
6.1655, 0.0166
6.2354, 0.0166
6.3053, 0.0166
6.3753, 0.0166
6.4452, 0.0166
6.5151, 0.0166
6.5851, 0.0166
6.655, 0.0166
6.7248, 0.0166
6.7948, 0.0166
6.8648, 0.0166
6.9346, 0.0166
7.0046, 0.0166
7.0746, 0.0166
7.1445, 0.0166
7.2144, 0.0166
7.2844, 0.0166
7.3543, 0.0166
7.4242, 0.0166
7.4942, 0.0166
7.5641, 0.0166
7.634, 0.0166
7.704, 0.0167
7.7739, 0.0167
7.8437, 0.0167
7.9137, 0.0167
7.9837, 0.0167
